emp_no,first_name,last_name,to_date,title
11732,Sanjoy,Ranft,9999-01-01,Senior Engineer
11733,Leszek,Sudbeck,9999-01-01,Senior Engineer
11735,Amalendu,Picci,9999-01-01,Senior Staff
11736,Shugo,Uchoa,9999-01-01,Senior Engineer
11737,Martina,Garnier,9999-01-01,Assistant Engineer
11738,Tadahiro,Lichtman,1995-06-27,Senior Engineer
11746,Koichi,Marrakchi,9999-01-01,Senior Staff
11747,Aksel,Kossowski,1999-01-16,Senior Staff
11748,Lihong,Massonet,9999-01-01,Engineer
11751,Jiafu,Emiris,9999-01-01,Senior Staff
11755,Zhenbing,Karner,2002-01-08,Senior Staff
11756,Abdelwaheb,Vakili,9999-01-01,Engineer
11763,Yuriy,Liesche,9999-01-01,Engineer
11764,Sanjay,Anick,9999-01-01,Senior Engineer
11765,Zorica,Junet,9999-01-01,Senior Staff
11769,Chandrasekaran,Lampe,9999-01-01,Senior Staff
11770,Arumugam,Jakobus,9999-01-01,Senior Engineer
11772,Gaurav,Penz,9999-01-01,Engineer
11774,Aron,Wroclawski,9999-01-01,Engineer
11778,Dhritiman,Fontan,9999-01-01,Senior Engineer
11779,Shunichi,Thombley,9999-01-01,Staff
11791,Gal,Mamelak,9999-01-01,Senior Engineer
11797,Chenxi,Thambidurai,9999-01-01,Senior Staff
11801,Tommaso,Dayang,9999-01-01,Senior Staff
11805,Rosine,Grandbois,1991-02-05,Assistant Engineer
11807,Chriss,Binding,9999-01-01,Technique Leader
11810,Amabile,Bhattacharjee,9999-01-01,Senior Engineer
11811,Herb,Boissier,9999-01-01,Senior Staff
11813,Gita,Muhlberg,1991-07-20,Staff
11814,Manohar,Shinomoto,1998-10-24,Staff
11817,Niranjan,Markovitch,9999-01-01,Senior Staff
11821,Mary,Piazza,2001-10-26,Senior Engineer
11822,Sastry,Madeira,9999-01-01,Staff
11823,Weiyi,Iacovou,9999-01-01,Senior Engineer
11829,Chaosheng,Pettis,9999-01-01,Assistant Engineer
11832,Arto,Zlotek,9999-01-01,Engineer
11836,Ortrud,Bakhtari,9999-01-01,Senior Staff
11838,Taiji,Nitta,1991-05-09,Staff
11841,Elvia,Bugrara,9999-01-01,Staff
11842,Moto,Piazza,9999-01-01,Senior Staff
11844,Shawna,Demeyer,9999-01-01,Senior Engineer
11846,Fai,Perly,9999-01-01,Senior Engineer
11847,Tzvetan,Brandsma,1999-05-23,Senior Engineer
11853,Zeljko,Kusakabe,9999-01-01,Senior Staff
11857,Divier,Farrag,9999-01-01,Senior Staff
11862,Alejandra,Deville,9999-01-01,Senior Engineer
11864,Pradeep,Kriebel,9999-01-01,Staff
11868,Kwee,Demke,9999-01-01,Engineer
11869,Fumino,Luca,9999-01-01,Engineer
11871,Nalini,Sommen,9999-01-01,Senior Engineer
11872,Cheong,Riexinger,9999-01-01,Senior Staff
11876,Leszek,Kobuchi,9999-01-01,Senior Engineer
11877,Heng,Sudkamp,1999-06-09,Senior Staff
11881,Arra,Staelin,9999-01-01,Senior Staff
11883,Nectarios,Bhattacharjee,1990-10-28,Engineer
11888,Badri,Azulay,9999-01-01,Senior Staff
11894,Mitchel,Validov,9999-01-01,Senior Engineer
11896,Shaunak,Benzmuller,9999-01-01,Technique Leader
11897,Cordelia,Setlzner,9999-01-01,Senior Staff
11906,Hideo,Boguraev,9999-01-01,Engineer
11911,Ashish,Mondadori,9999-01-01,Senior Engineer
11915,Miomir,Mawatari,9999-01-01,Senior Engineer
11917,Jiakeng,VanScheik,9999-01-01,Engineer
11926,Leni,Felcyn,9999-01-01,Engineer
11931,Gunilla,Chiodo,9999-01-01,Senior Staff
11933,Basil,Erman,9999-01-01,Senior Engineer
11938,Aruna,Verspoor,9999-01-01,Staff
11939,Chinhyun,Basart,1993-10-29,Technique Leader
11940,Ult,Anido,9999-01-01,Assistant Engineer
11944,Along,Aumann,9999-01-01,Senior Engineer
11945,Limsoon,Marakhovsky,9999-01-01,Staff
11948,Yahiko,Nergos,9999-01-01,Senior Engineer
11949,Martijn,Harbusch,9999-01-01,Technique Leader
11951,Bernt,Haumacher,9999-01-01,Senior Engineer
11965,Arup,Morrey,9999-01-01,Engineer
11972,Sibyl,Beausoleil,9999-01-01,Senior Staff
11980,Yechezkel,Pews,9999-01-01,Staff
11983,Jaana,Hedayat,9999-01-01,Senior Engineer
11987,Vidya,Schaar,1997-12-04,Senior Staff
11988,Chinya,Chinin,2001-12-31,Senior Engineer
11989,Erzsebet,Peltason,9999-01-01,Technique Leader
11993,Marit,Dalphin,9999-01-01,Senior Staff
11994,Sigeru,Fiebach,9999-01-01,Senior Staff
11997,Heon,Mawatari,1999-08-06,Staff
12007,Marko,Dehkordi,9999-01-01,Senior Engineer
12008,Frederique,Zykh,1993-03-24,Engineer
12011,Zhilian,Coorg,9999-01-01,Senior Staff
12015,Kensei,Guenter,9999-01-01,Staff
12021,Chikara,Rahimi,9999-01-01,Senior Engineer
12023,Chuanyi,Eppinger,9999-01-01,Technique Leader
12024,Mayumi,Lanzelotte,9999-01-01,Staff
12025,Jaewoo,Heiserman,1990-06-09,Staff
12028,Ingemar,Walstra,9999-01-01,Senior Engineer
12030,Shuky,Cromarty,9999-01-01,Staff
12033,Visit,Serot,1999-02-07,Engineer
12034,Aemilian,Piazza,9999-01-01,Staff
12036,Mads,Ratzlaff,9999-01-01,Senior Staff
12037,Arunas,Katzenelson,9999-01-01,Senior Staff
12040,Bluma,Kermarrec,9999-01-01,Senior Staff
12043,Masaki,Lubachevsky,9999-01-01,Staff
12044,Rance,Hemaspaandra,9999-01-01,Senior Engineer
12047,Jordanka,Ligten,9999-01-01,Assistant Engineer
12050,Yuchang,Tchuente,9999-01-01,Engineer
12052,Masako,Khasidashvili,1988-08-29,Technique Leader
12053,Yechezkel,Pelc,9999-01-01,Senior Engineer
12054,Odysseas,Braccini,9999-01-01,Staff
12055,Rutger,Kilgore,1995-06-16,Staff
12060,Toshimi,Antonakopoulos,9999-01-01,Technique Leader
12062,Margareta,Worfolk,9999-01-01,Senior Staff
12063,Lein,Bale,9999-01-01,Senior Engineer
12069,Ayonca,Burnard,9999-01-01,Senior Engineer
12070,Ger,Shokrollahi,9999-01-01,Technique Leader
12076,Karlis,Siprelle,9999-01-01,Senior Staff
12077,Steve,Hutton,2000-08-18,Senior Engineer
12080,Panayotis,Feinberg,9999-01-01,Senior Staff
12082,Xinan,Yamaashi,9999-01-01,Senior Staff
12087,Weijing,Jumpertz,1993-03-24,Engineer
12089,Bilhanan,Socorro,9999-01-01,Senior Staff
12090,Shigenori,Angelopoulos,9999-01-01,Engineer
12091,Lansing,Cunliffe,9999-01-01,Senior Engineer
12092,Kauko,Unno,9999-01-01,Senior Staff
12093,Evgueni,Oxenboll,9999-01-01,Senior Engineer
12094,Weiru,Pearson,9999-01-01,Senior Staff
12095,Fai,Smeets,2001-11-07,Senior Engineer
12099,Nobuyoshi,Kuzuoka,9999-01-01,Senior Staff
12102,Aron,Erde,9999-01-01,Staff
12103,Becky,Erie,1992-09-18,Staff
12104,Dulce,Kohling,2002-02-08,Senior Engineer
12112,Satyanarayana,Avouris,9999-01-01,Senior Staff
12114,Shiv,Rubsam,9999-01-01,Staff
12122,Satoru,Krone,9999-01-01,Senior Engineer
12123,Xiahua,Syrzycki,9999-01-01,Senior Staff
12125,Shounak,Erman,9999-01-01,Engineer
12128,Yannik,Barreiro,1998-11-25,Staff
12138,Takahito,Brender,9999-01-01,Engineer
12140,Xudong,Paciorek,9999-01-01,Senior Staff
12148,Hidde,Garigliano,1997-11-21,Assistant Engineer
12149,Suebskul,Grandbois,9999-01-01,Senior Staff
12159,Shem,Perly,9999-01-01,Senior Engineer
12160,Aamer,Garrabrants,9999-01-01,Senior Staff
12164,Muneo,Chachaty,9999-01-01,Engineer
12165,Xiaobin,Maquelin,9999-01-01,Senior Engineer
12168,Arnd,Salverda,9999-01-01,Senior Staff
12172,Jianhua,Llado,9999-01-01,Senior Staff
12173,Adel,Nanard,2000-05-20,Senior Engineer
12174,Slavian,Plavsic,9999-01-01,Senior Engineer
12183,Harngdar,Iisaku,9999-01-01,Engineer
12186,Guther,Nooteboom,9999-01-01,Senior Staff
12190,Abdulah,Engberts,9999-01-01,Senior Engineer
12191,Rosella,Bazzichi,9999-01-01,Engineer
12192,Feiyu,Klyachko,9999-01-01,Senior Engineer
12205,Sushant,Rossi,9999-01-01,Senior Engineer
12206,Barton,Janetzko,9999-01-01,Senior Engineer
12210,Vugranam,Ashish,9999-01-01,Senior Staff
12213,Kwangho,Brizzi,9999-01-01,Senior Staff
12216,Aloke,Mansanne,9999-01-01,Engineer
12218,Yaghout,Strooper,9999-01-01,Senior Engineer
12219,Junsik,Gadepally,9999-01-01,Senior Staff
12221,Vincent,Melter,9999-01-01,Senior Engineer
12222,Abdelwaheb,Holburn,9999-01-01,Senior Staff
12223,Niteen,Koyama,9999-01-01,Senior Engineer
12230,Yuriy,Bellone,9999-01-01,Engineer
12231,Nishit,Bharadwaj,9999-01-01,Senior Engineer
12235,Honesty,Haumacher,9999-01-01,Staff
12242,Satoru,Wolniewicz,9999-01-01,Engineer
12247,Subbu,Penttonen,9999-01-01,Technique Leader
12249,Eldridge,Sadowski,9999-01-01,Senior Engineer
12250,Kerhong,Aloia,9999-01-01,Senior Engineer
12254,Chaitali,Stafford,1989-10-31,Engineer
12256,Guadalupe,Reghbati,9999-01-01,Senior Staff
12258,Kankanahalli,Eiter,9999-01-01,Senior Engineer
12264,Mart,Pagter,9999-01-01,Engineer
12269,Mohammed,Whitcomb,9999-01-01,Senior Engineer
12270,Shakhar,Kornyak,9999-01-01,Senior Staff
12272,Behnaam,Grandbois,9999-01-01,Senior Staff
12273,Jaideep,Uehara,9999-01-01,Senior Staff
12274,Garnik,Papadias,1989-01-18,Engineer
12276,Yongmin,Lenart,2001-09-25,Senior Engineer
12281,Hisao,Langford,9999-01-01,Senior Engineer
12282,Tadahiro,Delgrange,9999-01-01,Engineer
12291,Masamitsu,Koyama,9999-01-01,Senior Staff
12298,Tetsurou,Rodham,9999-01-01,Senior Engineer
12303,Godehard,Braccini,1988-07-19,Senior Staff
12308,Mototsugu,Cronau,9999-01-01,Senior Staff
12311,Susanne,Lubachevsky,9999-01-01,Senior Engineer
12312,Chenye,Velasco,1996-12-18,Engineer
12316,Hyuncheol,Duclos,9999-01-01,Engineer
12317,Weiyi,Crabtree,9999-01-01,Staff
12327,DAIDA,Bruckman,9999-01-01,Senior Engineer
12328,Atilio,Prampolini,9999-01-01,Staff
12335,Arnould,Genin,2000-06-19,Senior Staff
12338,Kagan,Besselaar,9999-01-01,Staff
12339,Pranay,Czaja,9999-01-01,Staff
12341,Rasiah,Luga,9999-01-01,Senior Engineer
12343,Sorina,Slaats,9999-01-01,Senior Staff
12345,Xuedong,Mellouli,2002-03-09,Senior Engineer
12351,Gennady,Zizka,1999-02-16,Engineer
12355,Vidar,Hutton,9999-01-01,Senior Engineer
12364,Neelam,Cummings,9999-01-01,Assistant Engineer
12365,Kamakshi,Bisiani,9999-01-01,Senior Engineer
12366,Patricio,Setlzner,2000-01-20,Staff
12368,Gor,Dechter,9999-01-01,Senior Staff
12373,Mooi,Driscoll,9999-01-01,Senior Staff
12379,Kazuhisa,Serna,9999-01-01,Technique Leader
12380,Menkae,Farrow,1991-09-15,Staff
12381,Amalendu,Klerer,9999-01-01,Senior Staff
12388,Arumugam,Hebert,9999-01-01,Senior Engineer
12394,Stevo,Reeken,9999-01-01,Engineer
12395,Sanjit,Felder,9999-01-01,Senior Staff
12399,Mihalis,Luga,9999-01-01,Senior Staff
12407,Jianwen,Brodie,1999-09-13,Engineer
12411,Shao,Ibel,9999-01-01,Senior Staff
12413,Hugh,Gadepally,9999-01-01,Senior Engineer
12415,Uri,Sluis,1998-10-10,Staff
12417,Dannz,Spelt,9999-01-01,Senior Engineer
12421,Toshimi,Gulik,9999-01-01,Senior Engineer
12422,Berhard,Demos,9999-01-01,Senior Staff
12426,Shahaf,Valtorta,9999-01-01,Technique Leader
12427,Zissis,Daescu,9999-01-01,Senior Staff
12434,Xumin,Bernardinello,9999-01-01,Engineer
12438,Yongmao,Mondadori,9999-01-01,Senior Staff
12450,Sanjeeva,Perng,9999-01-01,Senior Engineer
12451,Pramod,Marzano,1995-03-18,Senior Engineer
12452,Hiroyasu,Francisci,9999-01-01,Engineer
12454,Kerryn,Farris,9999-01-01,Staff
12464,Shai,Milicic,9999-01-01,Staff
12466,Cullen,Nations,9999-01-01,Senior Staff
12468,Ioana,Baezner,9999-01-01,Staff
12470,Khue,Hinsberger,1998-06-22,Engineer
12475,Filipe,Roison,9999-01-01,Senior Engineer
12478,Yahiko,Hopewell,1998-12-11,Senior Staff
12480,Tetsushi,Schade,9999-01-01,Staff
12482,Chandrasekaran,Rijckaert,2001-10-17,Senior Engineer
12487,Mona,Reghbati,9999-01-01,Senior Staff
12488,Etsuo,Gerteisen,9999-01-01,Senior Engineer
12489,Arnould,Munck,9999-01-01,Senior Engineer
12490,Jackson,Muchinsky,9999-01-01,Senior Engineer
12492,Kristinn,Hammerschmidt,9999-01-01,Senior Engineer
12493,Filipp,Menhardt,1988-12-04,Senior Engineer
12497,Stein,Penz,9999-01-01,Senior Staff
12499,Izaskun,Lamba,9999-01-01,Senior Staff
12501,Morrie,Matheson,9999-01-01,Senior Staff
12502,Danil,VanScheik,9999-01-01,Senior Engineer
12504,Adly,Rosaz,9999-01-01,Engineer
12505,Barton,Goldhammer,2002-02-18,Senior Staff
12506,Gay,Rodite,9999-01-01,Engineer
12509,Rutger,Krzyzanowski,9999-01-01,Senior Staff
12514,Tomofumi,Melter,9999-01-01,Engineer
12515,Pranav,Wilharm,9999-01-01,Senior Engineer
12520,Goetz,Basart,9999-01-01,Engineer
12522,Trygve,Zhang,9999-01-01,Technique Leader
12523,Tonia,Casley,9999-01-01,Senior Staff
12524,Tetsushi,Demeyer,9999-01-01,Engineer
12528,Conor,Cincotta,9999-01-01,Senior Staff
12534,Yongmao,Gerlach,9999-01-01,Senior Engineer
12537,Avishai,Gonthier,9999-01-01,Senior Staff
12540,Poornachandra,Bresenham,9999-01-01,Senior Staff
12541,Shih,Nanard,9999-01-01,Senior Staff
12542,Kazuhide,Bouloucos,9999-01-01,Senior Staff
12551,Jeane,Tzvieli,9999-01-01,Senior Engineer
12552,Mechthild,Zongker,2000-08-15,Staff
12553,Aral,Vesna,9999-01-01,Senior Staff
12555,Spyrose,DuCasse,9999-01-01,Assistant Engineer
12557,Stafford,Kopetz,9999-01-01,Senior Engineer
12558,Danco,Niizuma,9999-01-01,Senior Engineer
12563,Honesty,Ducloy,9999-01-01,Engineer
12564,Remco,Nitsche,9999-01-01,Staff
12568,Marlo,Boyle,2001-08-12,Engineer
12571,Abdelaziz,Candan,9999-01-01,Engineer
12574,Mong,Gelosh,9999-01-01,Engineer
12586,Oguz,Tasistro,9999-01-01,Senior Engineer
12588,Yagil,Kenevan,9999-01-01,Senior Engineer
12589,Anoosh,Chleq,9999-01-01,Senior Engineer
12590,Gita,Rosenbaum,9999-01-01,Senior Staff
12596,Breannda,Roisin,9999-01-01,Senior Staff
12597,Kazuhito,Petereit,9999-01-01,Senior Staff
12601,Ghassan,Simkin,9999-01-01,Senior Engineer
12603,Utpal,Roison,9999-01-01,Staff
12608,Nectarios,Mondadori,9999-01-01,Senior Staff
12612,Chandrasekaran,Thimonier,9999-01-01,Staff
12617,Shawna,Rusterholz,9999-01-01,Senior Staff
12623,Raimond,Scharstein,9999-01-01,Senior Staff
12626,Gill,Comyn,9999-01-01,Senior Engineer
12630,Sreekrishna,Falco,9999-01-01,Senior Staff
12635,Xinyu,Restivo,9999-01-01,Senior Engineer
12636,Yuuichi,Debuse,9999-01-01,Senior Staff
12637,Poorav,Karner,1999-01-08,Senior Staff
12638,Yuqun,Seiwald,9999-01-01,Engineer
12639,Zeljko,Schapire,9999-01-01,Senior Engineer
12642,Suebskul,Gips,9999-01-01,Senior Staff
12644,Bernt,Jayawardene,9999-01-01,Senior Engineer
12645,Kyoichi,Decaestecker,9999-01-01,Staff
12651,Pragnesh,Bael,9999-01-01,Senior Staff
12656,Seshu,Morton,9999-01-01,Senior Staff
12662,Leucio,Alvarado,9999-01-01,Engineer
12663,Nobuyoshi,Stellhorn,9999-01-01,Technique Leader
12664,Zhonghua,Parveen,9999-01-01,Staff
12665,Amalendu,Lanphier,1997-12-14,Staff
12666,Stamatina,Prenel,9999-01-01,Engineer
12670,Seongbae,Alameldin,9999-01-01,Engineer
12672,Mayumi,Varman,9999-01-01,Senior Engineer
12678,Carrsten,Borovoy,2000-04-22,Engineer
12680,Bader,Staudhammer,9999-01-01,Staff
12687,Weicheng,Badache,9999-01-01,Staff
12689,Luerbio,Boudaillier,9999-01-01,Senior Engineer
12691,Oddvar,Gils,9999-01-01,Senior Engineer
12694,Kazuhira,Luders,1998-05-30,Engineer
12697,Uri,Brizzi,9999-01-01,Senior Staff
12707,Gregory,Zastre,9999-01-01,Staff
12709,Ronghao,Botman,9999-01-01,Senior Engineer
12715,Honglan,Showalter,9999-01-01,Staff
12717,Tzu,Jiafu,9999-01-01,Staff
12721,Sajjan,Szilard,2000-12-19,Engineer
12722,Elliott,Cheshire,9999-01-01,Senior Staff
12725,Inderjeet,Flexer,9999-01-01,Senior Staff
12726,Fumitake,Panwar,9999-01-01,Senior Engineer
12729,Nahla,Rahier,9999-01-01,Senior Engineer
12730,Barry,Perl,1998-03-24,Technique Leader
12731,Yongmao,Waymire,9999-01-01,Senior Staff
12732,Mara,Takanami,9999-01-01,Senior Staff
12734,Gil,Frijda,9999-01-01,Senior Engineer
12746,Heekeun,Lunn,9999-01-01,Senior Engineer
12747,Salvador,Atrawala,9999-01-01,Technique Leader
12748,Berry,Kakkar,9999-01-01,Engineer
12753,Kazuhito,Syrotiuk,9999-01-01,Senior Engineer
12754,Ronnie,Tetzlaff,9999-01-01,Senior Engineer
12755,Rildo,Rodite,9999-01-01,Senior Staff
12758,Hauke,Pashtan,2002-02-20,Staff
12759,LiMin,Kuszyk,1996-01-02,Senior Staff
12761,Hitofumi,Schaad,9999-01-01,Senior Staff
12768,Mingdong,Stiles,1992-05-30,Engineer
12769,Abdelwaheb,Gluchowski,9999-01-01,Engineer
12770,Maik,Benzaken,9999-01-01,Senior Staff
12773,Jenwei,Lovengreen,9999-01-01,Senior Engineer
12774,Moon,Asrin,9999-01-01,Engineer
12775,Mariangiola,Berendt,2002-04-05,Engineer
12777,Sreenivas,Cichocki,9999-01-01,Senior Staff
12785,Bouchung,Armand,9999-01-01,Senior Engineer
12786,Weiyi,Schusler,9999-01-01,Engineer
12789,Sanjai,Felcyn,9999-01-01,Engineer
12790,Gunilla,Perl,9999-01-01,Senior Staff
12795,Masoud,Fordan,9999-01-01,Senior Staff
12796,Saniya,Stanfel,9999-01-01,Senior Engineer
12798,Lillian,Beeson,9999-01-01,Senior Staff
12799,Tiina,Businaro,9999-01-01,Senior Staff
12803,Gad,Boissier,9999-01-01,Senior Staff
12807,Gretta,Babb,9999-01-01,Senior Engineer
12810,Kristof,Staelin,9999-01-01,Technique Leader
12814,Jaques,Kohling,1998-11-24,Technique Leader
12815,Sushant,Junot,9999-01-01,Senior Staff
12816,Freyja,Ramras,1999-09-08,Senior Engineer
12819,Mountaz,Gubsky,9999-01-01,Senior Engineer
12821,Arco,Gihr,9999-01-01,Engineer
12825,Sakthirel,Cannata,1998-01-16,Senior Engineer
12828,Oksana,Camurati,9999-01-01,Staff
12829,Harngdar,Harbusch,9999-01-01,Senior Engineer
12831,Maris,Baja,2002-05-30,Engineer
12840,Zhensheng,Ferretti,9999-01-01,Engineer
12843,Yinlin,Heijenga,9999-01-01,Senior Engineer
12846,Krisda,Cyne,2001-01-15,Senior Staff
12848,Kazuhide,Smeets,9999-01-01,Engineer
12851,Kwangyoen,Ramsay,9999-01-01,Staff
12853,Mang,Brobst,1996-10-03,Senior Staff
12855,Mabhin,Murrill,9999-01-01,Senior Staff
12857,Alagu,Gils,9999-01-01,Senior Engineer
12863,Leif,Matheson,9999-01-01,Senior Engineer
12865,Katsuyuki,Rothe,9999-01-01,Senior Staff
12868,Berthier,Nanard,9999-01-01,Senior Engineer
12869,Jacopo,Swiler,9999-01-01,Staff
12871,Shay,Zockler,1993-09-10,Staff
12872,Marl,Schmittgen,9999-01-01,Senior Staff
12876,Apostol,Goodrum,2000-12-24,Engineer
12879,Baruch,Eugenio,9999-01-01,Senior Engineer
12881,Huai,Yurek,9999-01-01,Staff
12885,Anwar,Collavizza,9999-01-01,Senior Engineer
12887,Hilari,DuBourdieux,9999-01-01,Senior Engineer
12888,Martien,Erni,1995-04-07,Senior Staff
12889,Mayumi,Mukaidono,9999-01-01,Engineer
12890,Neven,Casley,9999-01-01,Senior Staff
12893,Licheng,Crouzet,9999-01-01,Senior Staff
12895,Roddy,Serot,9999-01-01,Senior Engineer
12899,Chinho,Sethi,9999-01-01,Senior Staff
12905,Munehiro,Gecsei,9999-01-01,Senior Engineer
12910,Uno,Casley,9999-01-01,Staff
12915,Arco,Ligten,9999-01-01,Senior Staff
12922,Jacqueline,Porenta,1993-09-16,Senior Staff
12923,Chaosheng,Journel,9999-01-01,Senior Engineer
12926,Heekeun,Luby,9999-01-01,Senior Staff
12934,Adil,Solares,9999-01-01,Senior Engineer
12936,Reinhold,Farrow,9999-01-01,Technique Leader
12937,Arup,Cincotta,1992-12-14,Staff
12940,Odinaldo,Farrar,9999-01-01,Senior Engineer
12941,Tommaso,Perelgut,9999-01-01,Senior Engineer
12944,Alselm,Benzmuller,9999-01-01,Senior Staff
12949,Geoff,Asrin,9999-01-01,Senior Engineer
12951,Mohammad,Keirsey,1994-07-27,Senior Staff
12960,Tayeb,Navazio,9999-01-01,Engineer
12962,Paraskevi,Beerel,9999-01-01,Senior Staff
12969,Mohan,Angot,9999-01-01,Senior Staff
12972,Juyoung,Azevdeo,1990-08-07,Staff
12974,Gift,Frolund,1994-11-03,Senior Staff
12977,Byong,Markovitch,9999-01-01,Senior Engineer
12981,Maren,Merro,1998-03-16,Engineer
12982,Sachem,Aamodt,9999-01-01,Senior Engineer
12983,Elliott,Hambrick,9999-01-01,Staff
12984,Atilio,Krohm,1994-03-10,Engineer
12986,Khun,Hennebert,9999-01-01,Senior Engineer
12987,Youngkon,Kading,9999-01-01,Senior Engineer
13000,Adhemar,Chiodo,9999-01-01,Engineer
13002,Henk,Muhlberg,9999-01-01,Senior Engineer
13004,Fan,Beznosov,9999-01-01,Senior Engineer
13008,Jayesh,Zaumen,9999-01-01,Engineer
13011,Aamer,Glowinski,9999-01-01,Technique Leader
13012,Florina,Harbusch,2002-05-24,Senior Engineer
13013,Heekeun,Baak,9999-01-01,Engineer
13027,Paraskevi,Kohling,9999-01-01,Technique Leader
13030,Yahiko,Kroll,9999-01-01,Senior Staff
13034,Arunas,Rosen,9999-01-01,Senior Staff
13046,Vivian,Stafford,9999-01-01,Senior Staff
13047,Atilio,Chelton,9999-01-01,Senior Engineer
13048,Kerhong,Massonet,9999-01-01,Senior Engineer
13049,Fan,Naudin,1986-01-08,Staff
13052,Aleksandar,Schlenzig,9999-01-01,Senior Engineer
13054,Samphel,Masamoto,9999-01-01,Senior Engineer
13062,Xinglin,Baak,2000-05-31,Technique Leader
13065,Zine,Schiper,9999-01-01,Senior Staff
13067,Wayne,Kornyak,9999-01-01,Senior Engineer
13073,Utpal,Journel,2001-05-17,Staff
13075,Rosella,Morrin,9999-01-01,Senior Staff
13076,Deniz,Skafidas,9999-01-01,Engineer
13084,Domenico,Pagter,9999-01-01,Senior Staff
13086,Dzung,Domenig,9999-01-01,Senior Staff
13087,Gor,Ranft,1998-07-22,Senior Engineer
13093,Sajjan,Unno,9999-01-01,Staff
13095,Khedija,Cochrane,2000-01-06,Staff
13096,Ibibia,Armand,9999-01-01,Senior Engineer
13103,Srinidhi,Ellozy,9999-01-01,Senior Engineer
13108,Rance,Matteis,9999-01-01,Senior Staff
13110,Maria,Kamble,9999-01-01,Senior Engineer
13113,Kwun,Landherr,1996-10-07,Staff
13124,Quingbo,Garnick,9999-01-01,Senior Staff
13126,Parviz,Hennebert,9999-01-01,Senior Engineer
13133,Guther,Senzako,9999-01-01,Senior Staff
13134,Lorien,Chepyzhov,9999-01-01,Senior Engineer
13140,Shuji,Vidal,9999-01-01,Staff
13143,Qingxiang,Ventosa,9999-01-01,Technique Leader
13144,Persi,Nollmann,9999-01-01,Senior Staff
13146,Haldon,Erie,9999-01-01,Senior Staff
13147,Shichao,Ginesta,9999-01-01,Senior Staff
13149,Alejandro,Gill,1996-02-20,Assistant Engineer
13150,Mahmut,Stavenow,9999-01-01,Technique Leader
13156,Akeel,Millington,9999-01-01,Senior Engineer
13159,Jingling,Ranst,9999-01-01,Staff
13161,Manu,Picci,9999-01-01,Senior Engineer
13165,Lucian,Benner,9999-01-01,Senior Engineer
13168,Munir,Stentiford,9999-01-01,Senior Engineer
13170,Cheong,Bernardeschi,9999-01-01,Senior Staff
13171,Anoosh,Birnbaum,9999-01-01,Senior Engineer
13173,Arve,Horswill,9999-01-01,Senior Staff
13175,Yucai,Swick,9999-01-01,Senior Engineer
13179,Moty,Janocha,9999-01-01,Staff
13182,Kokou,Rodite,9999-01-01,Engineer
13186,Kyoichi,Barbanera,9999-01-01,Senior Staff
13189,Yuuichi,Bazzichi,9999-01-01,Staff
13192,Rosita,Flowers,9999-01-01,Technique Leader
13197,Rosita,Litzler,1995-07-31,Staff
13200,Weidon,Pauthner,9999-01-01,Senior Engineer
13202,Aram,Scharstein,9999-01-01,Senior Staff
13203,Phule,Emmart,9999-01-01,Senior Staff
13204,Mircea,Pellegrinelli,9999-01-01,Assistant Engineer
13206,Tetsurou,Rullman,9999-01-01,Staff
13210,Jianhua,Klassen,9999-01-01,Senior Staff
13213,Hein,Billawala,9999-01-01,Senior Staff
13216,Stabislas,Weedman,9999-01-01,Staff
13221,Premsyl,Famili,1998-10-21,Senior Staff
13227,Goncalo,Pell,9999-01-01,Staff
13232,Mitchel,Fujisaki,9999-01-01,Technique Leader
13233,Alselm,Chvatal,9999-01-01,Senior Engineer
13235,Taizo,Remmers,9999-01-01,Engineer
13238,Ebru,Foote,9999-01-01,Senior Staff
13240,King,Pileggi,9999-01-01,Senior Engineer
13243,Fay,Huxford,1999-11-11,Staff
13246,Adil,Siepmann,9999-01-01,Staff
13248,Keiichiro,Guting,1998-07-22,Staff
13249,Oldrich,Rissland,1997-09-24,Staff
13250,Zeydy,Schusler,9999-01-01,Senior Engineer
13252,Morris,Kavvadias,9999-01-01,Staff
13260,JoAnna,McDermid,9999-01-01,Technique Leader
13261,Martial,Peternell,2000-10-12,Staff
13263,Subhash,Zockler,9999-01-01,Senior Staff
13272,Arun,Jiang,9999-01-01,Senior Staff
13276,Yechiam,Seuren,9999-01-01,Senior Staff
